121 Barrack Road Mount Wellington Auckland City,{"x": 19462662.221852284, "y": -4425762.285876836},{"OBJECTID": 21599, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
123 Barrack Road Mount Wellington Auckland City,{"x": 19462653.20497353, "y": -4425782.332409633},{"OBJECTID": 21599, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
125 Barrack Road Mount Wellington Auckland City,{"x": 19462644.296571698, "y": -4425805.020461894},{"OBJECTID": 21599, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
127 Barrack Road Mount Wellington Auckland City,{"x": 19462634.277817525, "y": -4425826.319989942},{"OBJECTID": 289678, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
133 Barrack Road Mount Wellington Auckland City,{"x": 19462609.924322955, "y": -4425878.961507706},{"OBJECTID": 202810, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
134 Barrack Road Mount Wellington Auckland City,{"x": 19462723.991504967, "y": -4425651.054759788},{"OBJECTID": 56129, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
137 Barrack Road Mount Wellington Auckland City,{"x": 19462596.79146561, "y": -4425907.631399329},{"OBJECTID": 202810, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
137A Barrack Road Mount Wellington Auckland City,{"x": 19462587.666109934, "y": -4425927.678206445},{"OBJECTID": 202810, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
140 Barrack Road Mount Wellington Auckland City,{"x": 19462694.04131042, "y": -4425714.66956431},{"OBJECTID": 61172, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
150 Barrack Road Mount Wellington Auckland City,{"x": 19462657.62214876, "y": -4425791.034121432},{"OBJECTID": 21599, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
162 Barrack Road Mount Wellington Auckland City,{"x": 19462622.915771317, "y": -4425868.843212982},{"OBJECTID": 202810, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
184 Barrack Road Mount Wellington Auckland City,{"x": 19462541.462932456, "y": -4426040.452287739},{"OBJECTID": 202810, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
188 Barrack Road Mount Wellington Auckland City,{"x": 19462525.989847645, "y": -4426074.211706034},{"OBJECTID": 202810, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
1 Bass Road Mount Wellington Auckland City,{"x": 19462433.12301908, "y": -4425640.672902385},{"OBJECTID": 87552, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
3 Bass Road Mount Wellington Auckland City,{"x": 19462415.14873711, "y": -4425673.1504502045},{"OBJECTID": 87552, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
9 Bass Road Mount Wellington Auckland City,{"x": 19462392.05723388, "y": -4425720.079332493},{"OBJECTID": 87552, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
13 Bass Road Mount Wellington Auckland City,{"x": 19462406.862327855, "y": -4425707.404499821},{"OBJECTID": 87552, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
15 Bass Road Mount Wellington Auckland City,{"x": 19462425.623307604, "y": -4425671.206099222},{"OBJECTID": 87552, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
16 Bass Road Mount Wellington Auckland City,{"x": 19462434.70899258, "y": -4425653.432194719},{"OBJECTID": 87552, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
15 Bernard Street Mount Wellington Auckland City,{"x": 19464961.31704595, "y": -4428991.668741613},{"OBJECTID": 102975, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
18 Bernard Street Mount Wellington Auckland City,{"x": 19465044.529711112, "y": -4428898.868813262},{"OBJECTID": 122424, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
19 Bernard Street Mount Wellington Auckland City,{"x": 19464909.429434314, "y": -4428995.800685636},{"OBJECTID": 102975, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
32 Bernard Street Mount Wellington Auckland City,{"x": 19464952.632519692, "y": -4429000.782963572},{"OBJECTID": 102975, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
34 Bernard Street Mount Wellington Auckland City,{"x": 19464928.496550698, "y": -4429003.448585275},{"OBJECTID": 102975, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
